NOME_INSTITUICAO;SEGMENTO;PREFIXO;NOME_AGENCIA;ENDERECO;COMPLEMENTO ;BAIRRO;CEP;MUNICIPIO ;UF;DATA INICIO;DDD;FONE
BANCO BRADESCO S.A. ;Banco Múltiplo;1102;BAIRRO CENTRO,URB.MOSSORO, RN ;AV.DIX-SEPT ROSADO, 69;;CENTRO;59600-050;MOSSORO ;RN;22/09/2003;84;3161088
BANCO BRADESCO S.A. ;Banco Múltiplo;3070;CIDADE DO SOL,URB.NATAL, RN ;AV.RIO BRANCO, 721;;CIDADE ALTA ;59025-003;NATAL ;RN;25/02/2004;84;2012180
BANCO BRADESCO S.A. ;Banco Múltiplo;0891;PRIME NATAL, CENTRO ;AVENIDA RIO BRANCO, 477 ;PRIMEIRO PAVIMENTO;CENTRO;59025-001;NATAL ;RN;17/11/2005;84;32223700
BANCO BRADESCO S.A. ;Banco Múltiplo;0639;BORBOREMA,URB.CAMPINA GRANDE, PB;RUAGILO GUEDES, 268 ;ESQ.C/RUA MARCILIO DIAS S/N.;SANTO ANTONIO ;58103-375;CAMPINA GRANDE;PB;10/04/2006;83;33223355
BANCO BRADESCO S.A. ;Banco Múltiplo;3055;AGÊNCIA CORPORATE JOÃO PESSOA, PB ;RUA DUQUE DE CAXIAS, 401;PAV.SUPERIOR;CENTRO;58010-821;JOAO PESSOA ;PB;02/02/2007;83;32224808
BANCO BRADESCO S.A. ;Banco Múltiplo;1041;PRIME JOAO PESSOA, PB ;RUA DUQUE DE CAXIAS, 401;PAV.SUPERIOR;CENTRO;58010-821;JOAO PESSOA ;PB;02/02/2007;83;32227555
BANCO BRADESCO S.A. ;Banco Múltiplo;5894;BREJO DO CRUZ, PB ;RUA VALDEVINO LOBO, 26;;CENTRO;58890-000;BREJO DO CRUZ ;PB;12/12/2011;83;34432206
BANCO BRADESCO S.A. ;Banco Múltiplo;1104;MANAIRA,URB.JOAO PESSOA, PB ;AV.GOV. FLAVIO RIBEIRO COUTINHO,321 ;;MANAIRA ;58037-000;JOAO PESSOA ;PB;29/09/2008;83;32460229
BANCO BRADESCO S.A. ;Banco Múltiplo;1912;ESPERANCA, PB ;R SOLON DE LUCENA ;;CENTRO;58135-000;ESPERANCA ;PB;22/10/2008;83;33612945
BANCO BRADESCO S.A. ;Banco Múltiplo;2173;BAIRRO CANDELARIA,URB.NATAL, RN ;AV.SENADOR SALGADO FILHO, 3006;;CANDELARIA;59066-800;NATAL ;RN;29/12/2008;84;32340690
BANCO BRADESCO S.A. ;Banco Múltiplo;2340;BAIRRO MANGABEIRA, URB. JOAO PESSOA, PB ;RUA JOSEFA TAVEIRA, 730 ;;MANGABEIRA;58055-000;JOAO PESSOA ;PB;06/07/2009;83;32388733
BANCO BRADESCO S.A. ;Banco Múltiplo;2821;PONTA NEGRA,URB.NATAL, RN ;AV.ENGENHEIRO ROBERTO FREIRE;;CAPIM MACIO ;59082-400;NATAL ;RN;03/06/1998;84;32071528
BANCO BRADESCO S.A. ;Banco Múltiplo;5785;SANTA LUZIA, PB ;RUA ABDON NOBREGA, 56 ;;CENTRO;58600-000;SANTA LUZIA ;PB;23/09/2011;83;34611270
BANCO BRADESCO S.A. ;Banco Múltiplo;3454;POMBAL - PB ;RUA TENENTE AURÉLIO CAVALCANTE;;CENTRO;58840-000;POMBAL;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;5776;CUITE, PB ;R PRESIDENTE EPITACIO DA SILVA PESSOA ;;CENTRO;58175-000;CUITE ;PB;12/09/2011;83;33722023
BANCO BRADESCO S.A. ;Banco Múltiplo;5777;ITABAIANA, PB ;AV JOSE SILVEIRA;;CENTRO;58360-000;ITABAIANA ;PB;12/09/2011;83;32812556
BANCO BRADESCO S.A. ;Banco Múltiplo;5787;SOLANEA, PB ;R GOV JOAO FERNANDES DE LIMA;;CENTRO;58225-000;SOLANEA ;PB;12/09/2011;83;33632905
BANCO BRADESCO S.A. ;Banco Múltiplo;5770;ALAGOA GRANDE, PB ;R DR. FRANCISCO MONTENEGRO;480 E 486 ;CENTRO;58388-000;ALAGOA GRANDE ;PB;12/09/2011;83;31355272
BANCO BRADESCO S.A. ;Banco Múltiplo;5780;MARI, PB;RUA ANTONIO DE LUNA FREIRE;;CENTRO;58345-000;MARI;PB;12/09/2011;83;32871960
BANCO BRADESCO S.A. ;Banco Múltiplo;5870;APODI, RN ;RUA NOSSA SENHORA DA CONCEICAO, 197 ;;CENTRO;59700-000;APODI ;RN;23/09/2011;84;33333725
BANCO BRADESCO S.A. ;Banco Múltiplo;5871;BARAUNARN ;RUA JERONIMO ROSADO ;;CENTRO;59695-000;BARAUNA ;RN;12/09/2011;84;33202251
BANCO BRADESCO S.A. ;Banco Múltiplo;5885;SAO PAULO DO POTENGI, RN;RUA BENTO URBANO, S/N ;;CENTRO;59460-000;SAO PAULO DO POTENGI;RN;12/09/2011;84;32512485
BANCO BRADESCO S.A. ;Banco Múltiplo;5883;SANTO ANTONIO, RN ;RUA PROFESSOR JOSE DE ANCHIETA, S/N ;;CENTRO;59255-000;SANTO ANTONIO ;RN;12/09/2011;84;32822840
BANCO BRADESCO S.A. ;Banco Múltiplo;5880;NOVA CRUZ, RN ;RUA XV DE NOVEMBRO, 135 ;;CENTRO;59215-000;NOVA CRUZ ;RN;23/09/2011;84;32812202
BANCO BRADESCO S.A. ;Banco Múltiplo;5872;CANGUARETAMA, RN;RUA JOAO TEIXEIRA DE CARVALHO, 149;;CENTRO;59190-000;CANGUARETAMA;RN;23/09/2011;84;32412240
BANCO BRADESCO S.A. ;Banco Múltiplo;5878;MACAU, RN ;RUA MARTINS FERREIRA, 87;;CENTRO;59500-000;MACAU ;RN;10/10/2011;84;35211854
BANCO BRADESCO S.A. ;Banco Múltiplo;2632;AGÊNCIA CORPORATE NATAL, RN ;AV.RIO BRANCO, 477, 2 PAV.;;CENTRO;59025-001;NATAL ;RN;28/11/2011;84;32011117
BANCO BRADESCO S.A. ;Banco Múltiplo;5773;CABEDELO, PB;RUA PASTOR JOSÉ ALVES DE OLIVEIRA,89;;CENTRO;58310-000;CABEDELO;PB;28/11/2011;83;32281398
BANCO BRADESCO S.A. ;Banco Múltiplo;5784;QUEIMADAS, PB ;RUA JOAO BARBOSA DA SILVA, 108;;CENTRO;58475-000;QUEIMADAS ;PB;25/10/2011;83;33921315
BANCO BRADESCO S.A. ;Banco Múltiplo;3457;PRINCESA ISABEL - PB;RUA JUAREZ TÁVORA ;;CENTRO;58755-000;PRINCESA ISABEL ;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;5778;ITAPORANGA, PB;RUA HORÁCIO GOMES ;;CENTRO;58780-000;ITAPORANGA;PB;11/11/2011;83;34512989
BANCO BRADESCO S.A. ;Banco Múltiplo;5781;MONTEIRO, PB;AVENIDA OLÍMPIO GOMES ;;CENTRO;58500-000;MONTEIRO;PB;09/11/2011;87;33512198
BANCO BRADESCO S.A. ;Banco Múltiplo;5873;CARAUBASRN;RUA RODOLFO FERNANDES ;;CENTRO;59780-000;CARAUBAS;RN;03/11/2011;84;31503341
BANCO BRADESCO S.A. ;Banco Múltiplo;5774;CATOLE DO ROCHA, PB ;PRACA GERONIMO ROSADO, S/N;;CENTRO;58884-000;CATOLE DO ROCHA ;PB;10/11/2011;83;34411089
BANCO BRADESCO S.A. ;Banco Múltiplo;5882;PAU DOS FERROS, RN;RUA QUINTINO BOCAIUVA, 52 ;;CENTRO;59900-000;PAU DOS FERROS;RN;21/11/2011;84;33513969
BANCO BRADESCO S.A. ;Banco Múltiplo;5786;SAO JOAO DO RIO DO PEIXE, PB;RUA DJALMA DUTRA, 6 ;;CENTRO;58910-000;SAO JOAO DO RIO DO PEIXE;PB;11/11/2011;83;35352445
BANCO BRADESCO S.A. ;Banco Múltiplo;5775;CONCEICAO, PB ;RUA PREFEITO JOÃO FAUSTO;;CENTRO;58970-000;CONCEICAO ;PB;10/11/2011;83;345322850
BANCO BRADESCO S.A. ;Banco Múltiplo;5884;SAO JOSE DE MIPIBU, RN;RUA CAPITAO JOAQUIM DANTAS, 1 ;;CENTRO;59162-000;SAO JOSE DE MIPIBU;RN;09/11/2011;84;32732767
BANCO BRADESCO S.A. ;Banco Múltiplo;5875;GOIANINHA, RN ;RUA DOUTOR ANTONIO DE SOUZA ;;CENTRO;59173-000;GOIANINHA ;RN;10/11/2011;84;32432555
BANCO BRADESCO S.A. ;Banco Múltiplo;5879;MONTE ALEGRE, RN;RUA JUVENAL LAMARTINE, 73 ;;CENTRO;59182-000;MONTE ALEGRE;RN;09/11/2011;84;32762044
BANCO BRADESCO S.A. ;Banco Múltiplo;5876;JOAO CAMARA, RN ;RUA ANTONIO PROENCA, 357;;CENTRO;59550-000;JOAO CAMARA ;RN;09/11/2011;84;32622879
BANCO BRADESCO S.A. ;Banco Múltiplo;5877;MACAIBA, RN ;RUA DOUTOR PEDRO MATOS, 1 ;;CENTRO;59280-000;MACAIBA ;RN;09/11/2011;84;32712601
BANCO BRADESCO S.A. ;Banco Múltiplo;5874;CEARA-MIRIM, RN ;RUA DOUTOR MANOEL VARELA;;CENTRO;59570-000;CEARA-MIRIM ;RN;08/11/2011;84;32744031
BANCO BRADESCO S.A. ;Banco Múltiplo;3449;ARARUNA - PB;RUA PRESIDENTE EPITÁCIO PESSOA;TÉRREO;CENTRO;58233-000;ARARUNA ;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;3446;PIANCÓ - PB ;RUA HERNANE SÁTIRO;;CENTRO;58765-000;PIANCO;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;2655;AVENIDA MARECHAL FLORIANO PEIXOTO - URB. CAMPINA GRANDE, PB ;AVENIDA MARECHAL FLORIANO PEIXOTO ;;CENTRO;58400-180;CAMPINA GRANDE;PB;19/11/2014;83;33227626
BANCO BRADESCO S.A. ;Banco Múltiplo;5611;BAIRRO DOS ESTADOS  URB. JOÃO PESSOA, PB ;AVENIDA PRESIDENTE EPITACIO PESSOA;;ESTADOS ;58030-002;JOAO PESSOA ;PB;10/10/2016;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;5610;RUA PRESIDENTE JOAO PESSOA URBCAMPINA GRANDEPB;RUA PRESIDENTE JOAO PESSOA;;CENTRO;58400-002;CAMPINA GRANDE;PB;10/10/2016;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;7152;BAIRRO LAGOA NOVA URBNATALRN;AVENIDA PRUDENTE DE MORAIS;;LAGOA NOVA;59054-700;NATAL ;RN;10/10/2016;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;7139;AVALBERTO MARANHAO URBMOSSORORN ;AVENIDA ALBERTO MARANHAO;;CENTRO;59600-195;MOSSORO ;RN;10/10/2016;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;7151;CIDADE JARDIM URBNATALRN;AV ENGENHEIRO ROBERTO FREIRE;SHOPPING CIDADE JARDIM LJ 22;CAPIM MACIO ;59080-900;NATAL ;RN;10/10/2016;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;7140;AVDEODORO URBNATALRN;AVENIDA DEODORO DA FONSECA;;TIROL ;59020-600;NATAL ;RN;10/10/2016;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;3413;JAGUARIBE - URB. JOÃO PESSOA - PB ;RUA PREFEITO OSVALDO PESSOA ;;JAGUARIBE ;58015-510;JOAO PESSOA ;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;3425;BEIRA RIO - URB. JOÃO PESSOA - PB ;AVENIDA MINISTRO JOSÉ AMÉRICO DE ALMEIDA;;TORRE ;58040-300;JOAO PESSOA ;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;6230;PRATA - URB. CAMPINA GRANDE - PB;RUA NILO PEÇANHA;;PRATA ;58400-515;CAMPINA GRANDE;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;3439;BANCÁRIOS - URB. JOÃO PESSOA - PB ;RUA WALFREDO MACEDO BRANDÃO ;LOJA 2;JARDIM CIDADE UNIVERSITÁRIA ;58052-200;JOAO PESSOA ;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;3461;BESSA - URB. JOÃO PESSOA - PB ;RUA FRANCISCO LEOCÁDIO RIBEIRO COUTINHO ;;AEROCLUBE ;58036-450;JOAO PESSOA ;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;3433;RUA JOSEFA TAVEIRA - URB. JOÃO PESSOA - PB;RUA JOSEFA TAVEIRA;;MANGABEIRA;58055-000;JOAO PESSOA ;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;3468;TAMBIÁ - URB. JOÃO PESSOA - PB;AVENIDA SANTOS DUMONT ;;CENTRO;58013-170;JOAO PESSOA ;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;3452;AREIA - PB;RUA GETÚLIO VARGAS;;CENTRO;58397-000;AREIA ;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;3445;AVENIDA ASSIS CHATEAUBRIAND - URB. CAMPINA GRANDE - PB;AVENIDA JORNALISTA ASSIS CHATEAUBRIAND;;LIBERDADE ;58414-060;CAMPINA GRANDE;PB;20/11/2017;0;0
BANCO BRADESCO S.A. ;Banco Múltiplo;5225;PRIME MANAÍRA - URB. JOÃO PESSOA, PB. ;AVENIDA GENERAL EDSON RAMALHO ;LOJA 1;MANAIRA ;58038-102;JOAO PESSOA ;PB;08/07/2019;83;32475445
BANCO BMG S.A.;Banco Múltiplo;0042;FILIAL NATAL RN ;RUA PRINCESA ISABEL ;;CIDADE ALTA ;59025-400;NATAL ;RN;01/06/2010;84;36063115
BANCO BMG S.A.;Banco Múltiplo;0059;AG. JOÃO PESSOA/PB;AV. PRESIDENTE EPITACIO PESSOA;;TAMBAUZINHO ;58042-006;JOAO PESSOA ;PB;27/04/2017;83;21065233
BANCO DAYCOVAL S.A. ;Banco Múltiplo;0032;NATAL ;RUA ROMUALDO GALVÃO, 1703 ;SALAS 215, 216 E 217;LAGOA NOVA;59056-100;NATAL ;RN;08/06/2010;84;32064680
BANCO DAYCOVAL S.A. ;Banco Múltiplo;0050;JOÃO PESSOA ;AV. GOVERNADOR FLAVIO RIBEIRO COUTINHO;3º ANDAR - SALA 327 - PISO MAG. SHOPPING;MANAIRA ;58037-000;JOAO PESSOA ;PB;21/08/2012;83;30215800
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;0080;NATAL ;AV. RIO BRANCO, 704 ;;CENTRO;59025-002;NATAL ;RN;31/08/2006;84;2201400
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;0213;JOAO PESSOA ;PRACA 1817, 81;;CENTRO;58013-010;JOAO PESSOA ;PB;31/08/2006;83;2182800
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4186;GUARABIRA-PB;RUA SABINIANO MAIA, 655 ;;BAIRRO NOVO ;58200-000;GUARABIRA ;PB;30/04/2009;0;0
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;3175;J.PESSOA-CENTRO ;AV. GAL.OSORIO,415;;CENTRO;58010-780;JOAO PESSOA ;PB;30/04/2009;832;4142233
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4188;J.PESSOA-CRUZ DAS ARMAS ;AVENIDA CRUZ DAS ARMAS, 544 ;;OITIZEIRO ;58085-000;JOAO PESSOA ;PB;30/04/2009;0;0
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;3857;J.PESSOA-EPITACIO PESSOA;AV PRESIDENTE EPITACIO PESSOA 1863;;DOS ESTADOS ;58030-002;JOAO PESSOA ;PB;30/04/2009;832;4423680
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4333;001 4333 J PESSOA ESPACO CULTURAL ;AV PRES EPITACIO PESSOA ;;ESTADOS ;58030-002;JOAO PESSOA ;PB;30/04/2009;83;2147076
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4370;J.PESSOA-TAMBAU ;AVENIDA SENADOR RUY CARNEIRO, 241 ;;TAMBAU;58039-180;JOAO PESSOA ;PB;30/04/2009;12;39341778
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4312;J.PESSOA-UFPB ;CAMPUS 1 - S/N;;CIDADE UNIVERSITARIA;58051-970;JOAO PESSOA ;PB;30/04/2009;83;32559400
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4181;J.PESSOA-VARADOURO;RUA MACIEL PINHEIRO, 225;;VARADOURO ;58010-130;JOAO PESSOA ;PB;30/04/2009;0;116
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4659;001 4659 URB J PESSOA TAMBAUZINHO ;AV PRES EPITACIO PESSOA ;;ESTADOS ;58030-002;JOAO PESSOA ;PB;30/04/2009;83;32099800
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4532;AG. URB-JOAO PESSOA-DQ.CAXIAS ;PCA 1817;;CENTRO;58013-010;JOAO PESSOA ;PB;30/04/2009;83;32411260
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4183;J.PESSOA-B. DOS ESTADOS ;AV PRES EPITACIO PESSOA , 1863;;ESTADOS ;58030-002;JOAO PESSOA ;PB;30/04/2009;0;0
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4543;AG. URB-NATAL-LAGOA SECA;AVENIDA PRUDENTE DE MORAIS, 3020;;LAGOA SECA;59022-305;NATAL ;RN;30/04/2009;84;32773300
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4184;PATOS-PB;RUA SOLON DE LUCENA, S/N;;CENTRO;58700-000;PATOS ;PB;30/04/2009;0;0
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4456;AG. 4456 - MOSSORO;RUA CEL. VICENTE SABOIA, 17 ;;CENTRO;59600-120;MOSSORO ;RN;30/04/2009;11;33189600
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4187;SOUSA-PB;RUA CORONEL JOSE VICENTE, 02;;CENTRO;58800-005;SOUSA ;PB;30/04/2009;0;0
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4667;AG. URB-NATAL-TIROL ;AVENIDA CAMPOS SALES, 620 ;;TIROL ;59020-300;NATAL ;RN;30/04/2009;84;32113846
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4650;AG. URB-NATAL-RIO BRANCO;AVENIDA RIO BRANCO, ;;CIDADE ALTA ;59025-002;NATAL ;RN;30/04/2009;84;32201400
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4322;NATAL CENTRO COML.;RUA GAL. OSORIO, 262;;CIDADE ALTA ;59025-150;NATAL ;RN;30/04/2009;84;2211637
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;3211;001-3211 NATAL-AV. PRUDENTE DE MORAIS ;AV. PRUDENTE DE MORAIS;;LAGOA SECA;59022-305;NATAL ;RN;30/04/2009;84;32039400
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;3082;001-3082 CAMPINA GRANDE ;PRACA TEN.ALFREDO DANTAS, 32;;CENTRO;58400-107;CAMPINA GRANDE;PB;30/04/2009;83;3413602
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4586;AG. URB-CAMPINA GDE-CENTRO;R MARQ DO HERVAL;;CENTRO;58400-087;CAMPINA GRANDE;PB;30/04/2009;83;33159800
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4182;CAMPINA GDE.R.MARQUES HER ;RUA MARQUES DO HERVAL, 107;;CENTRO;58400-087;CAMPINA GRANDE;PB;30/04/2009;83;33159800
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;4185;CAJAZEIRAS-PB ;AVENIDA COM. VITALROLIM,, 724 ;;CENTRO;58900-000;CAJAZEIRAS;PB;30/04/2009;83;35324600
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;0974;001-0974 AV CANAL-INT-PB;RUA GILO GUEDES, 278;TÉRREO, LOJA 2;CENTRO;58400-195;CAMPINA GRANDE;PB;15/12/2010;83;33159700
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;1575;001 1575-PONTA NEGRA-NATAL-RN ;AV ENG ROBERTO FREIRE, 1436 ;;CAPIM MACIO ;59082-400;NATAL ;RN;29/07/2011;84;32351150
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;1592;001-1592 MANAIRA-J.PESSOA-PB;AV GOV FLAVIO RIBEIRO COUTINHO ,287 ;;MANAIRA ;58037-000;JOAO PESSOA ;PB;28/12/2011;83;32361400
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;1799;001-1799 SELECT JOAO PESSOA ;AV PRES EPITACIO PESSOA ;;TAMBAUZINHO ;58042-006;JOAO PESSOA ;PB;01/09/2014;83;21083400
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;1828;001-1828 SELECT NATAL ;AV PRUDENTE DE MORAIS ;;LAGOA SECA;59022-310;NATAL ;RN;27/10/2015;84;33423900
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;2120;001 2120 CAICO-RN ;AV CORONEL MARTINIANO ;;CENTRO;59300-000;CAICO ;RN;10/06/2019;84;34214305
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;2292;001 2292 SAO GONCALO AMARANTE-RN;AV BACHAREL TOMAZ LANDIM;LJ 2B ;JARDIM LOLA ;59296-802;SAO GONCALO DO AMARANTE ;RN;02/08/2019;11;35530372
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;2301;001 2301 MANGABEIRA-J.PESSOA-PB ;R JOSEFA TAVEIRA;;MANGABEIRA;58055-000;JOAO PESSOA ;PB;02/08/2019;11;35530372
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;2334;001 2334 PARNAMIRIN-RN;AV BRIGADEIRO EVERALDO BREVES ;;CENTRO;59140-200;PARNAMIRIM;RN;19/12/2019;11;35530372
BANCO SANTANDER (BRASIL) S.A. ;Banco Múltiplo;2364;001 2364 MAMANGUAPE-PB;R MARCOS BARBOSA;;CENTRO;58280-000;MAMANGUAPE;PB;19/12/2019;11;35530372
