CNPJ      ;SEQUENCIAL DO CNPJ;DV DO CNPJ;NOME INSTITUIÇÃO                                                                                                                                                                                        ;SEGMENTO                                                    ;CÓD COMPE AG;NOME AGÊNCIA                                                ;ENDEREÇO                                ;NÚMERO    ;COMPLEMENTO                                       ;BAIRRO                        ;CEP      ;MUNICíPIO                                                   ;UF;DATA INÍCIO;DDD  ;FONE                                                                                            
00.000.000;3959;43;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;3501;MANGABEIRA                                                  ;R.JOSEFA TAVEIRA, 274                   ;          ;                                                  ;MANGABEIRA                    ;58055-000;JOAO PESSOA                                                 ;PB;25/03/1991;83;40033001
00.000.000;4042;84;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;3502;TORRE                                                       ;AV.MIN.JOSE AMERICO DE ALMEIDA,862      ;          ;                                                  ;TORRE                         ;58040-300;JOAO PESSOA                                                 ;PB;25/03/1991;83;32249090
00.000.000;4090;81;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;3777;AV.CAP.MOR.GOUVEIA                                          ;AV.CAP.MOR GOUVEIA,2966                 ;          ;                                                  ;LAGOA NOVA                    ;59063-400;NATAL                                                       ;RN;08/04/1991;84;32345014
00.000.000;4096;77;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;1533;CANDELARIA-RN                                               ;AV.DAO SILVEIRA,3860, BR 101 KM 4       ;          ;SALA 2                                            ;CANDELARIA                    ;59066-180;NATAL                                                       ;RN;07/08/1992;84;32358210
00.000.000;4244;71;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;3900;COHABINAL                                                   ;AV.JOAO VINTE E TRES,S/N                ;          ;LOTEAMENTO MIRIAM RAPOSO,QD.5                     ;SANTOS REIS                   ;59141-030;PARNAMIRIM                                                  ;RN;16/12/2011;84;32726043
00.000.000;4297;83;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;1619;CID.UNIVERSITARIA-PB                                        ;CAMPUS I UFPB                           ;          ;CENTRO DE VIVENCIA                                ;CASTELO BRANCO                ;58051-970;JOAO PESSOA                                                 ;PB;20/07/1998;83;30229300
00.000.000;4298;64;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;1617;PRACA 1817                                                  ;PCA.1817,129, SEGUNDO ANDAR             ;          ;SEGUNDO ANDAR                                     ;CENTRO                        ;58013-010;JOAO PESSOA                                                 ;PB;20/07/1998;83;32161000
00.000.000;4299;45;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;1618;S.PUBLICO J.PESSOA                                          ;AV.JULIA FREIRE,1200                    ;          ;4.ANDAR                                           ;EXPEDICIONARIOS               ;58041-000;JOAO PESSOA                                                 ;PB;20/07/1998;83;35333350
00.000.000;4361;35;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;1591;UNIV.FED.CAMPINA GDE                                        ;R.APRIGIO VELOSO,882                    ;          ;                                                  ;UNIVERSITARIO                 ;58429-140;CAMPINA GRANDE                                              ;PB;09/09/1998;83;33443600
00.000.000;4411;39;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;1668;UFRN                                                        ;CTO.DE CONVIVENCIA DJALMA MARINHO       ;          ;CAMPUS DA UFRN                                    ;LAGOA NOVA                    ;59078-900;NATAL                                                       ;RN;13/10/1998;84;32119250
00.000.000;4429;68;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;1588;CTO.ADM.NATAL                                               ;AV.SEN.SALGADO FILHO,S/N - SIN          ;          ;SECRETARIA DE INFRA-ESTRUTURA                     ;LAGOA NOVA                    ;59064-901;NATAL                                                       ;RN;13/10/1998;84;32092850
00.000.000;4807;03;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;2874;POTIGUAR                                                    ;AV.RIO BRANCO,510                       ;          ;TERREO                                            ;CENTRO                        ;59025-900;NATAL                                                       ;RN;12/12/2000;84;32164500
00.000.000;4808;94;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;2870;EMPRESA ALECRIM                                             ;AV.PRES.BANDEIRA,372                    ;          ;2.ANDAR                                           ;ALECRIM                       ;59040-200;NATAL                                                       ;RN;07/11/2000;84;40033001
00.000.000;4913;14;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;2878;NORDESTAO                                                   ;AV.DR.JOAO MEDEIROS FILHO,1835          ;          ;CONJ.STA.CATARINA                                 ;POTENGI                       ;59110-200;NATAL                                                       ;RN;13/02/2001;84;36749500
00.000.000;4950;69;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;3165;BAIRRO BESSA                                                ;AV.PRES.AFONSO PENA,692                 ;          ;                                                  ;BESSA                         ;58035-030;JOAO PESSOA                                                 ;PB;13/02/2001;83;32454347
00.000.000;5120;95;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;3795;S.PUBLICO NATAL                                             ;AV.MIGUEL CASTRO,1095                   ;          ;ED.PRO-NATAL,7.ANDAR                              ;LAGOA NOVA                    ;59062-000;NATAL                                                       ;RN;06/08/2002;84;32341142
00.000.000;5130;67;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;3853;CAMARA CASCUDO                                              ;AV.SEN.SALGADO FILHO,S/N                ;          ;CTO.ADMINISTRATIVO SETHAS                         ;LAGOA NOVA                    ;59064-901;NATAL                                                       ;RN;10/09/2002;84;32064659
00.000.000;5187;00;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;4020;MANAIRA SHOPPING                                            ;RUA MANOEL ARRUDA CAVALCANTI            ;805;SALAS S0120 E S0121                               ;MANAIRA                       ;58038-680;JOAO PESSOA                                                 ;PB;30/10/2019;83;40030001
00.000.000;5314;72;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;4154;GUAMARE                                                     ;R.LUIZ DE SOUZA MIRANDA,108             ;          ;                                                  ;CENTRO                        ;59598-000;GUAMARE                                                     ;RN;12/04/2007;84;35252411
00.000.000;5318;04;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;7717;ESCR.ESTILO NATAL                                           ;AV.PRESIDENTE BANDEIRA, 372             ;          ;2.ANDAR-SALA ESCRITORIO ESTILO                    ;ALECRIM                       ;59040-200;NATAL                                                       ;RN;16/01/2018;84;3216450
00.000.000;5401;10;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;4391;SANTA LUZIA                                                 ;AV.PRES.DUTRA,870-A                     ;          ;                                                  ;IA STA LUZIA                  ;59625-000;MOSSORO                                                     ;RN;05/02/2004;84;33173086
00.000.000;5415;16;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;4362;CORP BANK PARAIBA                                           ;AV.JULIA FREIRE,1200                    ;          ;SALA 1006,10.ANDAR                                ;EXPEDICIONARIOS               ;58041-000;JOAO PESSOA                                                 ;PB;06/08/2004;83;35155777
00.000.000;5440;27;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;4361;CORP BANK RN                                                ;R.RAIMUNDO CHAVES,2182                  ;          ;7.ANDAR-ED.EMPRESARIAL CANDELARIA                 ;CANDELARIA                    ;59064-390;NATAL                                                       ;RN;06/08/2004;84;36735850
00.000.000;5580;87;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;9153;ESCR.EXC.RIBEIRA                                            ;AV.DE DUQUE CAXIAS, 20                  ;          ;3.ANDAR - SALA EXCLUSIVO                          ;RIBEIRA                       ;59012-200;NATAL                                                       ;RN;13/03/2018;84;40033001
00.000.000;5658;81;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;4453;ESCR.EXC.J.PESSOA                                           ;AV PRESIDENTE EPITACIO PESSOA, 2737     ;          ;2 ANDAR, ESQ.C/JOAO TEIXEIRA CARVALHO             ;ESTADOS                       ;58031-003;JOAO PESSOA                                                 ;PB;14/01/2005;83;40033001
00.000.000;5734;77;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;4486;SAO GONCALO AMARANTE                                        ;PCA.SEN.DINARTE MARIZ,S/N               ;          ;                                                  ;CENTRO                        ;59290-000;SAO GONCALO DO AMARANTE                                     ;RN;03/02/2005;84;32782207
00.000.000;5735;58;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;7711;ESCR.EST.J.PESSOA 1                                         ;AV.EPITACIO PESSOA 2737                 ;          ;2.ANDAR, ESQ.C/JOAO TEIXEIRA CARVALHO             ;ESTADOS                       ;58030-002;JOAO PESSOA                                                 ;PB;15/09/2017;83;40033001
00.000.000;5737;10;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;4636;ESCR.EXC.JAMPA                                              ;R JULIA FREIRE, 1071                    ;          ;FRONTAL AO HAPVIDA                                ;TORRE                         ;58040-040;JOAO PESSOA                                                 ;PB;03/02/2005;83;40033001
00.000.000;5746;00;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;4687;EMPRESA MOSSORO                                             ;PC.VIGARIO ANTONIO JOAQUIM,22           ;          ;2.ANDAR                                           ;CENTRO                        ;59600-520;MOSSORO                                                     ;RN;03/02/2005;84;40033001
00.000.000;5869;60;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;4847;ESTILO NATAL                                                ;AV.CAMPOS SALES,463                     ;          ;                                                  ;PETROPOLIS                    ;59020-300;NATAL                                                       ;RN;22/02/2008;84;32125800
00.000.000;5870;01;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;1885;ESTILO JOAO PESSOA                                          ;AV.EPITACIO PESSOA 2737                 ;          ;2.ANDAR, ESQ.C/JOAO TEIXEIRA CARVALHO             ;ESTADOS                       ;58030-002;JOAO PESSOA                                                 ;PB;25/01/2008;83;40033001
00.000.000;6938;80;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;4996;BANCARIOS                                                   ;AV. WALFREDO MACEDO BRANDAO, 1139       ;          ;                                                  ;JD C UNIVERSITARIA            ;58052-200;JOAO PESSOA                                                 ;PB;17/12/2010;83;40033001
00.000.000;6950;76;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;5892;JARDIM PAULISTANO-PB                                        ;AV.ASSIS CHATEAUBRIAND,S/N              ;          ;                                                  ;ESTACAO VELHA                 ;58410-062;CAMPINA GRANDE                                              ;PB;29/09/2011;83;33312369
00.000.000;6978;77;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;5871;ALTO DO RODRIGUES                                           ;PCA.N.SRA.DO ROSARIO,S/N                ;          ;                                                  ;CENTRO                        ;59507-970;ALTO DO RODRIGUES                                           ;RN;28/10/2011;84;35232461
00.000.000;7263;03;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;5769;ESTILO POTIGUAR                                             ;R.JUNDIAI,328                           ;          ;                                                  ;TIROL                         ;59020-120;NATAL                                                       ;RN;17/08/2012;84;40033001
00.000.000;7321;09;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;5026;ESTILO C.GRANDE                                             ;R.NILO PECANHA,568                      ;          ;                                                  ;PRATA                         ;58400-515;CAMPINA GRANDE                                              ;PB;13/09/2013;83;40033001
00.000.000;7338;57;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;8082;AV.AMINTAS BARROS                                           ;AV.PRUDENTE DE MORAIS,3280              ;          ;                                                  ;LGA NOVA                      ;59056-200;NATAL                                                       ;RN;26/04/2013;84;32031250
00.000.000;7352;05;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;8101;SAO JOSE-PB                                                 ;R.INDEPENDENCIA,77                      ;          ;                                                  ;S JOSE                        ;58400-468;CAMPINA GRANDE                                              ;PB;22/11/2013;83;33443150
00.000.000;7427;67;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;8637;ESTILO PONTA NEGRA                                          ;R.DR. HERNANI HUGO GOMES,16             ;          ;SALA 200                                          ;C MACIO                       ;59082-270;NATAL                                                       ;RN;14/02/2014;84;40033001
00.000.000;7457;82;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;8636;ESTILO MOSSORO                                              ;AV.PRESIDENTE DUTRA,185                 ;          ;                                                  ;IA STA LUZIA                  ;59625-000;MOSSORO                                                     ;RN;16/01/2015;84;40033001
00.000.000;7462;40;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;8632;ESTILO BESSA                                                ;R.FERNANDO LUIZ HENRIQUE DOS SANTOS,1155;          ;                                                  ;JD OCEANIA                    ;58037-051;JOAO PESSOA                                                 ;PB;23/05/2014;83;40033001
00.000.000;7525;68;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;8631;ESTILO AV.E.PESSOA                                          ;AV.PRESIDENTE EPITACIO PESSOA,987       ;          ;                                                  ;ESTADOS                       ;58030-001;JOAO PESSOA                                                 ;PB;28/09/2016;83;40033001
00.000.000;7549;35;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;8241;ESCR.EXC.ALECRIM                                            ;AV PRESIDENTE BANDEIRA, 372             ;          ;4.PAVIMENTO                                       ;ALECRIM                       ;59040-200;NATAL                                                       ;RN;06/01/2017;84;40033001
00.000.000;7576;08;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;9131;ESCR.EXC.C.GRANDE-PB                                        ;R.SETE DE SETEMBRO,52                   ;          ;SALA ESCR.EXCLUSIVO                               ;CENTRO                        ;58400-105;CAMPINA GRANDE                                              ;PB;15/09/2017;83;40033001
00.000.000;7674;09;BANCO DO BRASIL S.A.                                                                                                                                                                                    ;Banco do Brasil - Banco Múltiplo                            ;9152;ESCR.EXC.MOSSORO                                            ;PC.VIGARIO ANTONIO JOAQUIM,22           ;          ;2.ANDAR - SALA EXCLUSIVO                          ;CENTRO                        ;59600-520;MOSSORO                                                     ;RN;13/03/2018;84;32164650
00.360.305;0033;91;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0033;RIBEIRA                                                     ;AV. CÂMARA CASCUDO, Nº 344              ;          ;360305;RIBEIRA                       ;59025-280;NATAL                                                       ;RN;01/03/1947;84;32155450
00.360.305;0034;72;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0034;ALECRIM                                                     ;AV. PRESIDENTE BANDEIRA, 656            ;          ;360305;ALECRIM                       ;59037-200;NATAL                                                       ;RN;24/08/1960;84;32164200
00.360.305;0035;53;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0035;POTIGUAR                                                    ;RUA JOAO PESSOA, 208                    ;          ;360305;CIDADE ALTA                   ;59025-000;NATAL                                                       ;RN;01/04/1959;84;32155166
00.360.305;0036;34;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0036;CABO BRANCO                                                 ;RUA MIGUEL COUTO, 221                   ;          ;360305;CENTRO                        ;58010-770;JOAO PESSOA                                                 ;PB;27/11/1946;83;36123600
00.360.305;0037;15;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0037;TRINCHEIRAS                                                 ;RUA DAS TRINCHEIRAS, 91                 ;          ;360305;CENTRO                        ;58011-000;JOAO PESSOA                                                 ;PB;01/10/1948;83;32142550
00.360.305;0038;04;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0038;BANANEIRAS                                                  ;RUA CORONEL ANTONIO PESSOA, 370         ;          ;360305;CENTRO                        ;58220-000;BANANEIRAS                                                  ;PB;29/10/1948;83;33671100
00.360.305;0039;87;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0039;CABEDELO                                                    ;RUA DUQUE DE CAXIAS, 25                 ;          ;360305;CENTRO                        ;58310-000;CABEDELO                                                    ;PB;16/06/1949;83;32283151
00.360.305;0040;10;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0040;CAJAZEIRAS                                                  ;RUA CORONEL JUVENCIO CARNEIRO, 290      ;          ;360305;CENTRO                        ;58900-000;CAJAZEIRAS                                                  ;PB;14/04/1970;83;35314380
00.360.305;0041;00;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0041;CAMPINA GRANDE                                              ;RUA EPITACIO PESSOA, 42                 ;          ;360305;CENTRO                        ;58400-025;CAMPINA GRANDE                                              ;PB;09/09/1948;83;21022600
00.360.305;0042;82;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0042;GUARABIRA                                                   ;AV. PADRE INACIO DE ALMEIDA, 95         ;          ;360305;CENTRO                        ;58200-000;GUARABIRA                                                   ;PB;06/04/1970;83;32713535
00.360.305;0043;63;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0043;PATOS                                                       ;AV. PEDRO FIRMINO,                      ;470;GUEDES SHOPPING   1º PISO                         ;CENTRO                        ;58700-070;PATOS                                                       ;PB;22/07/1967;83;4213147
00.360.305;0044;44;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0044;MAMANGUAPE                                                  ;RUA PRES. JOAO PESSOA, 37               ;          ;360305;CENTRO                        ;58280-970;MAMANGUAPE                                                  ;PB;04/03/1953;83;2922296
00.360.305;0539;09;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0539;PARQUE DAS COLINAS/RN                                       ;RUA ELETRICISTA ELIAS FERREIRA N. 8     ;          ;LOJA 01, NAVEL MALL                               ;CANDELARIA                    ;59066-050;NATAL                                                       ;RN;27/10/1989;84;32169100
00.360.305;0558;63;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0558;SOUSA                                                       ;RUA CORONEL JOSÉ GOMES DE SÁ, S/N       ;          ;                                                  ;CENTRO                        ;58800-050;SOUSA                                                       ;PB;08/11/1973;83;5211456
00.360.305;0560;88;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0560;MOSSORO                                                     ;RUA CORONEL GURGEL, 406                 ;          ;                                                  ;CENTRO                        ;59600-000;MOSSORO                                                     ;RN;29/09/1973;84;3217448
00.360.305;0617;58;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0617;MINISTRO JOSE AMERICO                                       ;AV. MINISTRO JOSE AMERICO DE ALMEIDA,   ;          ;596;TORRE                         ;58040-300;JOAO PESSOA                                                 ;PB;20/02/1990;83;2441546
00.360.305;0729;54;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0729;MANAIRA SHOPPING                                            ;AV. FLÁVIO RIBEIRO COUTINHO, 805        ;          ;SHOPPING                                          ;CENTRO                        ;58037-000;JOAO PESSOA                                                 ;PB;10/11/1989;83;2463400
00.360.305;0732;50;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0732;POMBAL                                                      ;R. CORONEL JOAO QUEIROGA, 219           ;          ;                                                  ;CENTRO                        ;58840-000;POMBAL                                                      ;PB;01/12/1978;83;4312372
00.360.305;0733;30;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0733;ITABAIANA DO NORTE                                          ;RUA MARIETA MEDEIROS,30                 ;          ;                                                  ;CENTRO                        ;58360-000;ITABAIANA                                                   ;PB;01/12/1978;83;2811395
00.360.305;0735;00;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0735;PRAIA DE TAMBAU                                             ;AV. SENADOR RUY CARNEIRO, 241           ;          ;                                                  ;TAMBAU                        ;58032-101;JOAO PESSOA                                                 ;PB;12/01/1990;83;2266228
00.360.305;0737;64;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0737;BORBOREMA                                                   ;RUA JOAO PESSOA, 43                     ;          ;                                                  ;CENTRO                        ;58100-000;CAMPINA GRANDE                                              ;PB;08/01/1990;83;3211459
00.360.305;0756;27;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0756;ASSU/RN                                                     ;RUA DR FERNANDO BUSTAMANT, 289          ;          ;                                                  ;CENTRO                        ;59650-000;ACU                                                         ;RN;01/12/1978;84;3312114
00.360.305;0758;99;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0758;CAICO                                                       ;AV. CARLINDO DE SOUZA DANTAS, 503       ;          ;                                                  ;CENTRO                        ;59300-000;CAICO                                                       ;RN;01/12/1978;84;4212166
00.360.305;0759;70;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0759;TIROL                                                       ;AVENIDA RODRIGUES ALVES, NUM 617        ;          ;                                                  ;TIROL                         ;59020-200;NATAL                                                       ;RN;20/02/1990;84;2215429
00.360.305;0760;03;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0760;JOAO CAMARA                                                 ;R. VEREADOR JOSÉ SEVERIANO CÂMARA, 105  ;          ;                                                  ;CENTRO                        ;59550-000;JOAO CAMARA                                                 ;RN;24/10/1978;84;2622036
00.360.305;0761;94;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0761;MACAU                                                       ;RUA MARTINS FERREIRA, NUM 182           ;          ;                                                  ;CENTRO                        ;59500-000;MACAU                                                       ;RN;07/12/1978;84;5211260
00.360.305;0762;75;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0762;NOVA CRUZ                                                   ;RUA FELIPE PEGADO CORTES, 80            ;          ;                                                  ;CENTRO                        ;59100-000;NOVA CRUZ                                                   ;RN;24/10/1978;84;2812134
00.360.305;0763;56;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0763;PAU DOS FERROS                                              ;PCA DA MATRIZ, S/N                      ;          ;                                                  ;CENTRO                        ;59900-000;PAU DOS FERROS                                              ;RN;01/12/1978;84;3512324
00.360.305;0805;40;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0805;CURRAIS NOVOS                                               ;R. JOAO PESSOA, 137                     ;          ;                                                  ;CENTRO                        ;59380-000;CURRAIS NOVOS                                               ;RN;07/12/1978;84;4311495
00.360.305;0806;20;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0806;SANTA CRUZ DO INHARE                                        ;R. MANOEL CICERO DE LIMA, 35            ;          ;                                                  ;CENTRO                        ;59200-000;SANTA CRUZ                                                  ;RN;07/12/1978;84;2912113
00.360.305;0904;21;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0904;EPITACIO PESSOA                                             ;AV. EPITACIO PESSOA, 1521               ;          ;                                                  ;DOS ESTADOS                   ;58000-000;JOAO PESSOA                                                 ;PB;30/12/1980;83;2251985
00.360.305;0922;03;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;0922;SAPE                                                        ;RUA ORCINE FERNANDES, 265               ;          ;                                                  ;CENTRO                        ;58340-000;SAPE                                                        ;PB;03/01/1981;83;2832697
00.360.305;1010;59;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;1010;AG  IFPB                                                    ;AV. PRIMEIRO DE MAIO, 720               ;          ;                                                  ;JAGUARIBE                     ;58015-430;JOAO PESSOA                                                 ;PB;10/07/2002;832;4157480
00.360.305;1033;45;CAIXA ECONOMICA FEDERAL                                                                                                                                                                                 ;Caixa Econômica Federal                                     ;1033;CRUZ DAS ARMAS                                              ;AV. CRUZ DAS ARMAS, 516                 ;          ;                                                  ;CRUZ DAS ARMAS                ;58085-000;JOAO PESSOA                                                 ;PB;15/06/1981;83;2222428
